# number of annotations: 3390
# number of IDs: 27
# %sparse: 19.57

# the sum and mean counts per row
                  sum     mean
1.14.13.233      2.61     0.10
2.7.4.24         2.48     0.09
1.5.1.45         2.47     0.09
1.14.15.9        2.43     0.09
1.1.1.364        2.32     0.09
1.14.12.22       2.23     0.08
3.1.21.1         2.07     0.08
6.3.2.7          2.06     0.08
2.4.1.155        1.85     0.07
1.14.14.19       1.85     0.07
1.14.14.32       1.85     0.07
1.21.1.1         1.85     0.07
2.7.1.138        1.83     0.07
3.6.1.12         1.81     0.07
1.14.14.30       1.81     0.07
4.2.2.19         1.77     0.07
3.4.17.1         1.75     0.06
2.3.1.65         1.72     0.06
4.1.2.60         1.69     0.06
1.1.1.407        1.66     0.06
3.4.21.75        1.60     0.06
1.4.3.2          1.60     0.06
2.1.1.240        1.54     0.06
2.1.1.261        1.53     0.06
3.4.21.112       1.49     0.06
2.4.1.274        1.40     0.05
3.1.3.57         1.38     0.05
2.6.1.92         1.37     0.05
2.1.1.296        1.35     0.05
2.6.1.50         1.32     0.05
3.4.22.34        1.27     0.05
1.1.1.45         1.22     0.05
1.17.99.2        1.17     0.04
2.7.11.32        1.13     0.04
2.7.4.27         1.13     0.04
1.1.1.237        1.09     0.04
4.1.1.109        1.01     0.04
1.3.1.62         1.01     0.04
3.5.1.94         0.88     0.03
3.2.1.152        0.87     0.03
4.2.3.19         0.73     0.03
6.3.3.4          0.70     0.03
1.1.1.239        0.60     0.02
1.2.1.72         0.58     0.02
1.13.11.56       0.58     0.02
2.8.2.30         0.50     0.02
3.1.6.2          0.50     0.02
3.2.1.185        0.39     0.01
1.3.1.78         0.33     0.01
3.6.1.68         0.31     0.01
6.3.2.47         0.30     0.01
4.2.3.37         0.17     0.01
3.6.3.33         0.06     0.00
3.4.13.18        0.00     0.00
1.6.5.4          0.00     0.00

# the sum counts per ID
              sum   mean
ID38_1 1192634.49 351.81
ID30_1 1157915.80 341.57
ID28_1 1114056.17 328.63
ID24_1 1044137.80 308.01
ID32_1 1043875.11 307.93
ID34_1 1040354.12 306.89
ID20_1 1038285.43 306.28
ID22_1 1030904.89 304.10
ID21_1 1028877.20 303.50
ID33_1 1018972.06 300.58
ID26_1 1012992.55 298.82
ID12_1 1012156.20 298.57
ID14_1 1011638.17 298.42
ID35_1 1001826.16 295.52
ID18_1  999847.88 294.94
ID25_1  989293.07 291.83
ID23_1  986022.88 290.86
ID27_1  976055.40 287.92
ID31_1  969581.34 286.01
ID36_1  969497.54 285.99
ID37_1  965802.32 284.90
ID29_1  942891.27 278.14
ID17_1  935091.97 275.84
ID11_1  927641.97 273.64
ID13_1  913038.17 269.33
ID15_1  909789.18 268.37
ID19_1  837187.78 246.96
